BARRIO;METROS;HABITACIONES;PRECIO_TOTAL;PRECIO_M2;PRECIO_M2_BARRIO;DIFERENCIA;OPORTUNIDAD
Villaverde;45;5;262.705 €;5838;5011;826.91;NORMAL
Villaverde;76;5;582.590 €;7666;6582;1083.67;NORMAL
Tetuan;121;3;684.335 €;5656;5337;318.66;NORMAL
Tetuan;117;1;595.647 €;5091;4655;436.0;NORMAL
Puente de Vallecas;47;2;158.903 €;3381;3455;-74.07;NORMAL
Latina;98;4;728.830 €;7437;6502;935.04;NORMAL
Latina;115;3;509.791 €;4433;5279;-846.03;OPORTUNIDAD
Centro;70;3;306.222 €;4375;3871;503.61;NORMAL
San Blas;55;4;166.958 €;3036;2642;393.6;NORMAL
Hortaleza;115;5;398.486 €;3465;3468;-2.9;NORMAL
Hortaleza;61;1;393.284 €;6447;6156;291.29;NORMAL
Centro;44;4;115.718 €;2630;2566;63.97;NORMAL
Moratalaz;110;3;324.020 €;2946;3182;-236.36;NORMAL
Barajas;121;1;669.686 €;5535;5620;-85.4;NORMAL
Moncloa;84;2;231.743 €;2759;2741;17.86;NORMAL
Latina;108;3;406.479 €;3764;3157;606.7;NORMAL
Villaverde;115;4;300.591 €;2614;2850;-236.16;NORMAL
Salamanca;146;5;573.035 €;3925;4527;-602.1;OPORTUNIDAD
Ciudad Lineal;113;2;556.383 €;4924;6064;-1140.25;OPORTUNIDAD
Villa de Vallecas;88;1;386.008 €;4386;5174;-787.54;OPORTUNIDAD
Centro;128;1;407.906 €;3187;3224;-37.23;NORMAL
Moratalaz;102;5;352.407 €;3455;3212;242.98;NORMAL
Villa de Vallecas;103;2;781.628 €;7589;6677;911.63;NORMAL
Ciudad Lineal;89;5;368.326 €;4138;5169;-1030.5;OPORTUNIDAD
Retiro;81;1;642.507 €;7932;6949;983.2;NORMAL
Carabanchel;67;2;437.783 €;6534;6580;-45.91;NORMAL
San Blas;108;5;830.910 €;7694;6554;1139.61;NORMAL
Hortaleza;83;5;398.688 €;4803;4242;561.48;NORMAL
Puente de Vallecas;83;2;547.843 €;6601;5758;842.52;NORMAL
Moratalaz;67;4;482.835 €;7206;6175;1031.49;NORMAL
Latina;125;3;559.296 €;4474;4868;-393.62;NORMAL
Latina;141;3;612.366 €;4343;3909;434.02;NORMAL
Chamberi;103;3;439.093 €;4263;3861;402.04;NORMAL
Arganzuela;90;2;448.063 €;4978;6221;-1242.52;OPORTUNIDAD
Chamberi;95;2;537.133 €;5654;5507;147.03;NORMAL
Hortaleza;93;5;540.402 €;5811;6986;-1175.23;OPORTUNIDAD
Salamanca;96;4;398.490 €;4151;3471;679.94;NORMAL
Puente de Vallecas;58;3;315.353 €;5437;6302;-864.88;OPORTUNIDAD
Villa de Vallecas;139;5;903.440 €;6500;6299;200.57;NORMAL
Puente de Vallecas;104;3;585.446 €;5629;4730;899.29;NORMAL
Moratalaz;148;1;504.757 €;3411;4192;-781.47;OPORTUNIDAD
Chamartin;144;5;516.125 €;3584;3002;582.2;NORMAL
Carabanchel;91;4;473.100 €;5199;6129;-930.09;OPORTUNIDAD
Chamberi;113;4;793.373 €;7021;6251;770.0;NORMAL
Centro;48;4;329.730 €;6869;5857;1012.38;NORMAL
Chamartin;142;5;310.139 €;2184;2530;-345.92;OPORTUNIDAD
Hortaleza;50;2;223.985 €;4480;4587;-107.28;NORMAL
Centro;98;1;599.220 €;6114;5904;210.5;NORMAL
Carabanchel;43;4;273.682 €;6365;5536;828.71;NORMAL
Moratalaz;118;2;395.928 €;3355;3439;-83.67;NORMAL
Usera;77;1;512.037 €;6650;6159;490.84;NORMAL
Moncloa;82;4;541.304 €;6601;6773;-171.73;NORMAL
Villaverde;58;5;328.172 €;5658;5649;9.14;NORMAL
Centro;97;3;341.816 €;3524;3453;70.88;NORMAL
Carabanchel;43;3;96.135 €;2236;2669;-433.3;OPORTUNIDAD
Vicalvaro;137;5;518.982 €;3788;3513;275.19;NORMAL
Barajas;52;5;145.316 €;2795;3431;-636.45;OPORTUNIDAD
Moratalaz;143;2;540.701 €;3781;3199;582.13;NORMAL
Salamanca;92;1;396.114 €;4306;3745;560.59;NORMAL
Chamartin;137;5;745.488 €;5442;6058;-616.48;OPORTUNIDAD
San Blas;79;5;306.898 €;3885;4842;-957.21;OPORTUNIDAD
Retiro;53;5;350.846 €;6620;5593;1026.75;NORMAL
Chamartin;93;1;437.090 €;4700;5284;-584.1;OPORTUNIDAD
Carabanchel;110;2;655.194 €;5956;5478;478.31;NORMAL
San Blas;107;2;385.947 €;3607;3498;108.99;NORMAL
Arganzuela;47;2;314.254 €;6686;6926;-239.73;NORMAL
Hortaleza;122;5;518.483 €;4250;5224;-974.14;OPORTUNIDAD
Centro;119;5;626.301 €;5263;5389;-125.96;NORMAL
Puente de Vallecas;143;3;464.976 €;3252;3533;-281.42;NORMAL
Salamanca;94;2;537.334 €;5716;6721;-1004.67;OPORTUNIDAD
Puente de Vallecas;42;3;160.184 €;3814;3472;341.93;NORMAL
Vicalvaro;70;5;494.923 €;7070;6399;671.34;NORMAL
Tetuan;105;2;629.850 €;5999;5808;190.58;NORMAL
Chamberi;89;5;634.387 €;7128;6199;928.95;NORMAL
Ciudad Lineal;54;1;216.648 €;4012;4849;-836.99;OPORTUNIDAD
Vicalvaro;44;5;208.096 €;4729;4236;493.46;NORMAL
Moncloa;110;3;611.391 €;5558;6045;-486.89;NORMAL
Ciudad Lineal;48;1;216.958 €;4520;5585;-1065.03;OPORTUNIDAD
Hortaleza;127;1;1.041.342 €;8200;6972;1227.55;NORMAL
Chamberi;65;2;427.366 €;6575;5764;810.86;NORMAL
Puente de Vallecas;59;5;287.010 €;4865;4317;547.59;NORMAL
Villa de Vallecas;100;5;651.340 €;6513;6505;8.4;NORMAL
Arganzuela;97;1;377.175 €;3888;3765;123.41;NORMAL
Moratalaz;117;3;661.999 €;5658;4952;706.12;NORMAL
Ciudad Lineal;44;2;199.466 €;4533;4866;-332.68;NORMAL
Villaverde;66;3;223.089 €;3380;3696;-315.86;NORMAL
Puente de Vallecas;121;5;352.725 €;2915;2598;317.09;NORMAL
Latina;103;1;273.192 €;2652;2678;-25.65;NORMAL
Moratalaz;64;2;333.267 €;5207;6434;-1226.69;OPORTUNIDAD
Vicalvaro;44;4;323.619 €;7355;6518;836.99;NORMAL
Vicalvaro;59;3;273.775 €;4640;4148;492.26;NORMAL
Chamartin;132;1;703.827 €;5332;6253;-920.97;OPORTUNIDAD
Villaverde;61;5;140.800 €;2308;2790;-481.79;OPORTUNIDAD
Moncloa;82;4;385.464 €;4701;4318;382.79;NORMAL
Hortaleza;130;4;546.443 €;4203;4091;112.41;NORMAL
Puente de Vallecas;133;3;576.727 €;4336;4611;-274.7;NORMAL
Villaverde;64;4;223.368 €;3490;3033;457.13;NORMAL
Arganzuela;83;2;270.151 €;3255;3911;-656.17;OPORTUNIDAD
Tetuan;143;3;652.995 €;4566;5480;-913.6;OPORTUNIDAD
Arganzuela;147;1;532.484 €;3622;3954;-331.66;NORMAL
San Blas;76;2;561.358 €;7386;6333;1053.29;NORMAL
Salamanca;124;1;405.779 €;3272;3753;-480.59;OPORTUNIDAD
Puente de Vallecas;75;4;431.858 €;5758;5398;360.11;NORMAL
Ciudad Lineal;117;1;697.189 €;5959;5127;831.89;NORMAL
Moratalaz;142;2;703.268 €;4953;4727;225.6;NORMAL
Chamartin;118;4;676.650 €;5734;5788;-53.67;NORMAL
Ciudad Lineal;60;1;275.856 €;4598;5305;-707.39;OPORTUNIDAD
Carabanchel;45;2;297.719 €;6616;5780;835.98;NORMAL
Hortaleza;85;4;471.836 €;5551;4991;560.02;NORMAL
Villa de Vallecas;95;5;553.525 €;5827;6773;-946.41;OPORTUNIDAD
Retiro;42;4;213.110 €;5074;6187;-1112.93;OPORTUNIDAD
Arganzuela;123;5;412.265 €;3352;3529;-177.25;NORMAL
Hortaleza;78;1;483.639 €;6201;5843;357.51;NORMAL
Barajas;116;4;382.065 €;3294;3030;263.67;NORMAL
Villa de Vallecas;77;1;273.683 €;3554;3951;-396.67;OPORTUNIDAD
Puente de Vallecas;147;1;903.929 €;6149;5499;650.18;NORMAL
Moratalaz;116;3;422.810 €;3645;4085;-440.08;OPORTUNIDAD
Chamartin;141;5;537.608 €;3813;3957;-144.18;NORMAL
Vicalvaro;109;5;658.262 €;6039;6390;-350.9;NORMAL
Chamartin;40;5;214.239 €;5356;6290;-934.02;OPORTUNIDAD
Arganzuela;101;5;377.099 €;3734;4525;-791.34;OPORTUNIDAD
Usera;40;2;189.369 €;4734;5796;-1061.75;OPORTUNIDAD
Carabanchel;60;4;247.689 €;4128;3973;155.15;NORMAL
Barajas;73;1;204.136 €;2796;2670;126.39;NORMAL
Villa de Vallecas;138;2;463.295 €;3357;3477;-119.79;NORMAL
San Blas;124;3;367.357 €;2963;3194;-231.44;NORMAL
Vicalvaro;79;5;191.010 €;2418;2631;-213.15;NORMAL
Ciudad Lineal;87;3;569.344 €;6544;6422;122.19;NORMAL
Vicalvaro;50;3;261.048 €;5221;5996;-775.03;OPORTUNIDAD
San Blas;77;4;229.018 €;2974;2761;213.27;NORMAL
Villa de Vallecas;106;1;785.830 €;7413;6998;415.5;NORMAL
Moncloa;142;5;676.980 €;4767;4874;-106.53;NORMAL
Moncloa;53;2;192.185 €;3626;4307;-680.86;OPORTUNIDAD
Ciudad Lineal;119;4;373.538 €;3139;3132;6.98;NORMAL
Chamartin;99;2;424.569 €;4289;3589;699.58;NORMAL
Chamartin;134;3;450.372 €;3361;3626;-265.01;NORMAL
Villaverde;63;5;484.805 €;7695;6976;719.32;NORMAL
Tetuan;118;2;674.786 €;5719;6339;-620.47;NORMAL
Carabanchel;143;3;948.226 €;6631;6866;-235.05;NORMAL
Chamberi;82;4;250.047 €;3049;3470;-420.64;OPORTUNIDAD
Moncloa;108;1;396.751 €;3674;3519;154.62;NORMAL
Moratalaz;42;1;123.486 €;2940;3287;-346.85;OPORTUNIDAD
Moncloa;50;4;233.155 €;4663;5183;-519.89;OPORTUNIDAD
San Blas;49;1;236.184 €;4820;4841;-20.91;NORMAL
Salamanca;52;2;196.363 €;3776;4419;-642.78;OPORTUNIDAD
Chamartin;149;2;527.617 €;3541;3713;-171.94;NORMAL
Moratalaz;45;2;250.455 €;5566;5254;311.67;NORMAL
Villa de Vallecas;93;5;719.023 €;7731;6546;1185.44;NORMAL
Latina;128;2;519.684 €;4060;5035;-974.97;OPORTUNIDAD
Puente de Vallecas;60;4;352.423 €;5874;5460;413.73;NORMAL
Salamanca;57;5;144.279 €;2531;2747;-215.77;NORMAL
Chamartin;71;4;357.199 €;5031;4667;363.98;NORMAL
Carabanchel;134;2;966.995 €;7216;6900;316.38;NORMAL
Chamberi;83;4;431.989 €;5205;4591;613.7;NORMAL
Retiro;85;5;248.420 €;2923;3514;-591.41;OPORTUNIDAD
Barajas;57;3;333.800 €;5856;5614;242.14;NORMAL
Arganzuela;86;5;243.290 €;2829;2893;-64.04;NORMAL
Carabanchel;75;1;403.725 €;5383;5431;-47.99;NORMAL
Moratalaz;112;1;547.925 €;4892;4324;568.19;NORMAL
Arganzuela;50;3;145.748 €;2915;2545;369.97;NORMAL
Puente de Vallecas;148;5;700.011 €;4730;5598;-868.19;OPORTUNIDAD
Villa de Vallecas;51;2;143.959 €;2823;2726;96.73;NORMAL
Villaverde;133;2;815.623 €;6133;6222;-89.49;NORMAL
Villaverde;88;2;482.916 €;5488;5238;249.69;NORMAL
Moratalaz;107;5;343.976 €;3215;2877;337.74;NORMAL
Chamberi;42;3;248.430 €;5915;5762;153.02;NORMAL
Villa de Vallecas;100;1;400.486 €;4005;3394;610.86;NORMAL
Villaverde;110;1;423.020 €;3846;3789;56.64;NORMAL
Usera;77;3;550.652 €;7151;6099;1052.33;NORMAL
Moratalaz;140;1;303.775 €;2170;2548;-378.18;OPORTUNIDAD
Tetuan;78;1;359.682 €;4611;4632;-20.68;NORMAL
Tetuan;41;5;278.388 €;6790;6283;506.96;NORMAL
Barajas;53;1;241.791 €;4562;4214;348.1;NORMAL
Carabanchel;136;3;483.210 €;3553;3071;482.02;NORMAL
Barajas;147;3;518.709 €;3529;4146;-617.36;OPORTUNIDAD
Vicalvaro;137;2;693.242 €;5060;4253;807.16;NORMAL
Vicalvaro;48;1;189.317 €;3944;3810;134.11;NORMAL
Chamberi;59;4;335.087 €;5679;4734;945.44;NORMAL
Moncloa;126;2;494.721 €;3926;4414;-487.64;OPORTUNIDAD
Puente de Vallecas;139;2;308.893 €;2222;2681;-458.74;OPORTUNIDAD
Centro;68;4;232.995 €;3426;3591;-164.6;NORMAL
Puente de Vallecas;64;2;317.377 €;4959;5220;-260.98;NORMAL
Puente de Vallecas;96;5;545.588 €;5683;5927;-243.79;NORMAL
Moncloa;53;2;180.100 €;3398;3961;-562.88;OPORTUNIDAD
Ciudad Lineal;75;4;354.243 €;4723;5267;-543.75;OPORTUNIDAD
San Blas;82;5;420.043 €;5122;4425;697.48;NORMAL
Hortaleza;145;2;1.041.748 €;7184;6162;1022.47;NORMAL
Tetuan;100;3;623.875 €;6239;6194;44.75;NORMAL
Centro;86;5;483.502 €;5622;6473;-850.88;OPORTUNIDAD
Chamberi;106;4;810.507 €;7646;6598;1048.3;NORMAL
Retiro;57;2;198.719 €;3486;4182;-695.7;OPORTUNIDAD
Retiro;112;5;502.974 €;4491;4708;-217.15;NORMAL
Tetuan;88;1;451.632 €;5132;5191;-58.82;NORMAL
Puente de Vallecas;76;4;320.687 €;4220;4224;-4.43;NORMAL
Moncloa;62;5;485.964 €;7838;6711;1127.14;NORMAL
Moncloa;40;2;94.828 €;2371;2704;-333.28;OPORTUNIDAD
Arganzuela;72;1;193.034 €;2681;2591;90.03;NORMAL
Latina;100;2;291.641 €;2916;3000;-83.59;NORMAL
Hortaleza;71;5;290.249 €;4088;4636;-547.98;OPORTUNIDAD
Ciudad Lineal;142;4;638.017 €;4493;5297;-803.92;OPORTUNIDAD
Centro;67;5;220.672 €;3294;3976;-682.38;OPORTUNIDAD
Vicalvaro;119;5;610.286 €;5128;4424;704.46;NORMAL
Carabanchel;106;4;331.603 €;3128;3122;6.33;NORMAL
Chamartin;44;2;195.929 €;4453;4715;-262.05;NORMAL
Latina;145;2;452.240 €;3119;3280;-161.1;NORMAL
Barajas;144;4;1.057.615 €;7345;6206;1138.55;NORMAL
Ciudad Lineal;88;5;402.897 €;4578;5372;-793.62;OPORTUNIDAD
Carabanchel;69;5;335.791 €;4867;4778;88.54;NORMAL
Puente de Vallecas;96;4;253.814 €;2644;2831;-187.09;NORMAL
Retiro;93;2;514.301 €;5530;6176;-645.87;OPORTUNIDAD
Vicalvaro;79;1;197.398 €;2499;2572;-73.29;NORMAL
San Blas;71;2;317.313 €;4469;4143;326.2;NORMAL
Arganzuela;84;2;273.961 €;3261;3509;-247.56;NORMAL
Retiro;55;4;375.664 €;6830;5936;894.27;NORMAL
Centro;83;1;595.865 €;7179;6527;652.1;NORMAL
Barajas;74;2;199.608 €;2697;3262;-564.59;OPORTUNIDAD
Tetuan;86;4;318.343 €;3702;4327;-625.33;OPORTUNIDAD
Tetuan;129;1;727.123 €;5637;4900;736.61;NORMAL
Chamberi;45;1;293.813 €;6529;5962;567.2;NORMAL
San Blas;133;3;658.545 €;4951;5840;-888.53;OPORTUNIDAD
Arganzuela;136;2;370.358 €;2723;2846;-122.78;NORMAL
Vicalvaro;110;2;235.415 €;2140;2605;-464.86;OPORTUNIDAD
Hortaleza;122;5;407.649 €;3341;3192;149.39;NORMAL
Salamanca;58;4;308.629 €;5321;6388;-1066.8;OPORTUNIDAD
Villaverde;80;1;436.456 €;5456;5723;-267.3;NORMAL
Retiro;50;5;181.794 €;3636;3594;41.9;NORMAL
Salamanca;46;5;156.769 €;3408;3188;220.02;NORMAL
Carabanchel;129;2;441.990 €;3426;3565;-138.72;NORMAL
Villaverde;126;5;330.185 €;2621;2900;-279.48;NORMAL
Centro;79;4;459.929 €;5822;6208;-386.11;NORMAL
Hortaleza;90;4;516.094 €;5734;6315;-580.62;NORMAL
Latina;58;3;144.665 €;2494;2811;-316.77;OPORTUNIDAD
Vicalvaro;69;4;424.694 €;6155;6214;-59.01;NORMAL
Puente de Vallecas;63;1;216.948 €;3444;3441;2.62;NORMAL
Moncloa;109;5;478.197 €;4387;4732;-344.87;NORMAL
Puente de Vallecas;91;4;551.376 €;6059;6873;-813.92;OPORTUNIDAD
Villaverde;144;3;993.282 €;6898;6928;-30.2;NORMAL
Vicalvaro;57;4;302.201 €;5302;5042;259.78;NORMAL
Latina;75;5;173.723 €;2316;2541;-224.68;NORMAL
Barajas;138;4;816.360 €;5916;5817;98.66;NORMAL
Barajas;70;4;348.548 €;4979;4362;617.26;NORMAL
Villaverde;99;4;454.790 €;4594;4271;322.85;NORMAL
Chamartin;138;2;871.213 €;6313;5583;730.14;NORMAL
Chamartin;61;1;202.638 €;3322;4043;-721.05;OPORTUNIDAD
Chamberi;140;3;567.094 €;4051;3628;422.68;NORMAL
Arganzuela;144;5;485.154 €;3369;3397;-27.87;NORMAL
Latina;86;5;539.670 €;6275;6064;211.23;NORMAL
Ciudad Lineal;102;3;264.441 €;2593;2541;51.56;NORMAL
Chamartin;76;2;409.722 €;5391;6555;-1163.91;OPORTUNIDAD
Villaverde;115;3;408.114 €;3549;4137;-588.18;OPORTUNIDAD
Puente de Vallecas;125;1;323.737 €;2590;2755;-165.1;NORMAL
Latina;108;3;319.421 €;2958;2820;137.61;NORMAL
Centro;117;4;689.956 €;5897;6692;-794.94;OPORTUNIDAD
Carabanchel;87;3;650.107 €;7472;6780;692.5;NORMAL
Puente de Vallecas;116;5;462.454 €;3987;4669;-682.32;OPORTUNIDAD
Villaverde;139;2;833.970 €;6000;6748;-748.21;OPORTUNIDAD
Villaverde;123;3;453.239 €;3685;3268;416.87;NORMAL
Usera;117;2;405.988 €;3470;3007;462.98;NORMAL
Ciudad Lineal;77;2;282.503 €;3669;3945;-276.13;NORMAL
Carabanchel;73;5;249.273 €;3415;3753;-338.29;NORMAL
Hortaleza;84;3;299.284 €;3563;3025;537.91;NORMAL
Barajas;74;5;383.381 €;5181;6273;-1092.17;OPORTUNIDAD
Carabanchel;105;2;631.102 €;6011;5009;1001.5;NORMAL
Usera;95;2;473.197 €;4981;6119;-1137.98;OPORTUNIDAD
Ciudad Lineal;76;5;421.419 €;5545;6789;-1244.01;OPORTUNIDAD
Chamartin;120;4;787.439 €;6562;6012;549.99;NORMAL
Moncloa;62;5;343.925 €;5547;5035;512.19;NORMAL
Salamanca;126;2;884.133 €;7017;5881;1135.93;NORMAL
San Blas;54;3;228.849 €;4238;4040;197.95;NORMAL
Barajas;138;5;743.105 €;5385;6441;-1056.18;OPORTUNIDAD
Ciudad Lineal;83;2;553.889 €;6673;5709;964.37;NORMAL
San Blas;113;2;638.017 €;5646;5851;-204.83;NORMAL
Villa de Vallecas;132;5;547.575 €;4148;3520;628.3;NORMAL
Chamberi;50;4;161.377 €;3228;2836;391.56;NORMAL
Retiro;48;1;278.514 €;5802;6031;-228.62;NORMAL
Centro;135;5;669.832 €;4962;4257;704.72;NORMAL
Chamberi;135;5;417.390 €;3092;3841;-749.22;OPORTUNIDAD
Vicalvaro;139;3;479.432 €;3449;2982;467.15;NORMAL
Hortaleza;58;1;180.529 €;3113;3095;17.58;NORMAL
Centro;117;1;379.512 €;3244;3095;148.7;NORMAL
Moratalaz;148;5;990.905 €;6695;6661;34.31;NORMAL
Vicalvaro;114;1;473.547 €;4154;5120;-966.08;OPORTUNIDAD
Barajas;50;4;307.836 €;6157;5189;967.73;NORMAL
Latina;40;3;205.699 €;5142;6113;-970.52;OPORTUNIDAD
Arganzuela;68;4;220.060 €;3236;3239;-2.82;NORMAL
San Blas;65;3;298.463 €;4592;5056;-464.26;NORMAL
Retiro;146;3;629.475 €;4311;3974;337.47;NORMAL
San Blas;69;1;423.275 €;6134;6746;-611.58;NORMAL
Usera;56;5;311.524 €;5563;4721;841.94;NORMAL
San Blas;115;3;711.495 €;6187;5943;243.91;NORMAL
Carabanchel;119;5;377.005 €;3168;3896;-727.89;OPORTUNIDAD
Salamanca;133;4;716.679 €;5389;5444;-55.43;NORMAL
Carabanchel;89;3;416.053 €;4675;4782;-107.24;NORMAL
Moratalaz;110;2;344.277 €;3130;2682;447.79;NORMAL
Retiro;48;1;215.362 €;4487;3770;716.72;NORMAL
Carabanchel;109;1;595.609 €;5464;4669;795.31;NORMAL
Hortaleza;90;2;288.061 €;3201;2716;484.68;NORMAL
Moratalaz;72;4;323.162 €;4488;3785;703.37;NORMAL
Carabanchel;93;4;744.760 €;8008;6711;1297.18;NORMAL
Barajas;56;5;221.827 €;3961;3776;185.2;NORMAL
Carabanchel;149;2;845.533 €;5675;4731;943.72;NORMAL
Carabanchel;103;2;456.401 €;4431;5443;-1011.91;OPORTUNIDAD
Centro;55;4;138.767 €;2523;2712;-188.95;NORMAL
Retiro;117;4;298.480 €;2551;2546;5.11;NORMAL
Barajas;81;4;442.468 €;5463;5202;260.57;NORMAL
Chamberi;81;5;399.889 €;4937;4737;199.91;NORMAL
Centro;138;4;562.269 €;4074;4198;-123.58;NORMAL
Villa de Vallecas;123;1;743.528 €;6045;6611;-566.05;NORMAL
Centro;113;1;405.220 €;3586;4023;-436.98;OPORTUNIDAD
Tetuan;145;2;566.723 €;3908;3490;418.44;NORMAL
Vicalvaro;43;5;208.161 €;4841;5772;-931.03;OPORTUNIDAD
Chamartin;81;5;255.949 €;3160;3667;-507.13;OPORTUNIDAD
Arganzuela;93;4;469.627 €;5050;5397;-347.24;NORMAL
Tetuan;66;2;211.465 €;3204;2778;426.02;NORMAL
Arganzuela;99;3;284.567 €;2874;2504;370.42;NORMAL
Chamberi;137;3;843.530 €;6157;6874;-716.85;OPORTUNIDAD
Villa de Vallecas;52;5;250.515 €;4818;5094;-276.4;NORMAL
Villa de Vallecas;86;5;557.189 €;6479;6582;-103.05;NORMAL
Villaverde;67;4;234.025 €;3493;4098;-605.08;OPORTUNIDAD
Moratalaz;93;2;603.201 €;6486;6471;15.04;NORMAL
Puente de Vallecas;58;1;229.553 €;3958;4821;-863.18;OPORTUNIDAD
Carabanchel;121;1;431.791 €;3569;4025;-456.47;OPORTUNIDAD
Moncloa;66;4;195.372 €;2960;2753;207.19;NORMAL
Ciudad Lineal;80;1;481.094 €;6014;5067;946.68;NORMAL
Hortaleza;116;4;725.844 €;6257;5923;334.28;NORMAL
Retiro;89;2;415.022 €;4663;5561;-897.83;OPORTUNIDAD
Villa de Vallecas;85;1;428.376 €;5040;6266;-1226.27;OPORTUNIDAD
Barajas;99;2;438.825 €;4433;4014;418.58;NORMAL
Salamanca;106;4;407.639 €;3846;3687;158.66;NORMAL
Hortaleza;60;5;331.182 €;5520;5858;-338.29;NORMAL
Carabanchel;59;4;258.342 €;4379;4298;80.69;NORMAL
Carabanchel;128;2;901.490 €;7043;6153;889.9;NORMAL
Salamanca;93;4;607.067 €;6528;5780;747.6;NORMAL
Puente de Vallecas;116;5;371.247 €;3200;3932;-731.59;OPORTUNIDAD
Chamberi;126;5;428.929 €;3404;3139;265.2;NORMAL
San Blas;150;1;496.700 €;3311;3472;-160.66;NORMAL
Moncloa;45;2;223.377 €;4964;5546;-582.04;OPORTUNIDAD
Puente de Vallecas;108;5;619.807 €;5739;5922;-183.04;NORMAL
Chamberi;72;2;321.688 €;4468;4184;283.9;NORMAL
Chamartin;136;2;938.667 €;6902;6174;727.97;NORMAL
Barajas;65;1;457.852 €;7044;6594;449.89;NORMAL
Centro;146;2;898.992 €;6157;5361;796.49;NORMAL
Retiro;132;4;599.085 €;4539;3966;572.53;NORMAL
Puente de Vallecas;95;4;572.944 €;6031;6393;-362.01;NORMAL
Moncloa;81;2;282.189 €;3484;3944;-460.18;OPORTUNIDAD
Carabanchel;139;5;491.864 €;3539;4247;-708.41;OPORTUNIDAD
Villaverde;53;5;347.819 €;6563;6834;-271.37;NORMAL
Salamanca;78;3;512.557 €;6571;6390;181.25;NORMAL
Tetuan;132;1;640.924 €;4855;5864;-1008.51;OPORTUNIDAD
Moratalaz;49;4;183.904 €;3753;3831;-77.85;NORMAL
Barajas;76;5;276.222 €;3635;3354;280.51;NORMAL
Hortaleza;79;1;366.987 €;4645;5246;-600.59;OPORTUNIDAD
Centro;43;3;203.413 €;4731;5806;-1075.45;OPORTUNIDAD
Chamberi;85;1;267.103 €;3142;3264;-121.6;NORMAL
Arganzuela;53;1;264.930 €;4999;5876;-877.32;OPORTUNIDAD
Chamartin;149;2;577.547 €;3876;4371;-494.84;OPORTUNIDAD
Chamberi;125;3;437.935 €;3503;3417;86.48;NORMAL
Carabanchel;137;5;555.171 €;4052;4564;-511.65;OPORTUNIDAD
Carabanchel;81;1;650.631 €;8032;6836;1196.48;NORMAL
Salamanca;100;4;572.751 €;5728;5220;507.52;NORMAL
Puente de Vallecas;108;3;552.621 €;5117;5126;-9.13;NORMAL
Usera;58;5;332.530 €;5733;6067;-333.72;NORMAL
Moratalaz;142;3;478.147 €;3367;3552;-184.76;NORMAL
Carabanchel;120;2;911.737 €;7598;6351;1246.82;NORMAL
Arganzuela;145;4;604.931 €;4172;4741;-569.06;OPORTUNIDAD
Chamberi;41;5;128.857 €;3143;3411;-268.14;NORMAL
Villaverde;123;5;419.713 €;3412;4103;-690.69;OPORTUNIDAD
Hortaleza;98;2;559.749 €;5712;6016;-304.27;NORMAL
Moncloa;142;3;439.281 €;3094;3674;-580.47;OPORTUNIDAD
Chamberi;83;5;479.931 €;5782;6507;-724.69;OPORTUNIDAD
Centro;137;1;891.516 €;6507;5543;964.42;NORMAL
Chamartin;107;3;561.329 €;5246;5860;-613.93;OPORTUNIDAD
Vicalvaro;94;5;346.534 €;3687;4289;-602.46;OPORTUNIDAD
Hortaleza;106;1;257.928 €;2433;2800;-366.72;OPORTUNIDAD
Hortaleza;108;3;480.559 €;4450;5096;-646.38;OPORTUNIDAD
Chamberi;96;5;620.241 €;6461;5758;702.85;NORMAL
Retiro;106;2;434.371 €;4098;4712;-614.16;OPORTUNIDAD
Arganzuela;67;5;396.531 €;5918;6806;-887.62;OPORTUNIDAD
Latina;114;5;399.620 €;3505;3052;453.44;NORMAL
Barajas;58;3;410.727 €;7082;6523;558.51;NORMAL
Ciudad Lineal;133;3;504.590 €;3794;4025;-231.09;NORMAL
Centro;145;4;568.649 €;3922;4131;-209.28;NORMAL
Puente de Vallecas;46;1;118.983 €;2587;3092;-505.4;OPORTUNIDAD
Chamartin;131;4;408.055 €;3115;2643;471.93;NORMAL
Moratalaz;73;1;380.088 €;5207;5912;-705.31;OPORTUNIDAD
Arganzuela;123;1;870.788 €;7080;6258;821.58;NORMAL
Villa de Vallecas;89;4;540.844 €;6077;6845;-768.1;OPORTUNIDAD
Ciudad Lineal;139;2;518.834 €;3733;3706;26.62;NORMAL
Hortaleza;53;5;253.375 €;4781;4134;646.68;NORMAL
Centro;115;3;500.601 €;4353;4343;10.06;NORMAL
Puente de Vallecas;101;1;344.155 €;3407;3789;-381.52;OPORTUNIDAD
Chamberi;120;3;393.693 €;3281;2758;522.78;NORMAL
Puente de Vallecas;47;2;163.066 €;3469;3054;415.5;NORMAL
Villaverde;83;1;401.223 €;4834;4786;48.02;NORMAL
Moratalaz;53;2;244.391 €;4611;3920;691.17;NORMAL
Chamberi;131;2;909.744 €;6945;6667;277.61;NORMAL
Puente de Vallecas;145;2;1.019.207 €;7029;6007;1022.02;NORMAL
Barajas;141;5;621.694 €;4409;3765;644.18;NORMAL
Barajas;91;3;448.212 €;4925;5210;-284.59;NORMAL
Latina;42;3;106.962 €;2547;3035;-488.27;OPORTUNIDAD
Retiro;132;5;521.486 €;3951;4105;-154.34;NORMAL
